customer_ID,MARKETING_CHANNEL,ACCOUNT_CREATION_METHOD,LOYALTY_PROGRAM,CREATED_ON,COUNTRY_CODE
528dce8c,direct,desktop,0,43858,DE
ab857200,direct,desktop,0,43777,US
662f5478,direct,desktop,0,43358,US
aff8c422,direct,desktop,0,43540,RU
d92543a4,direct,desktop,0,43300,TR
7d011757,direct,desktop,1,43877,TH
9b6af38d,email,mobile,0,43802,US
afd34698,email,mobile,0,43135,US
3bc881aa,direct,desktop,0,43822,GB
e11448a6,direct,desktop,0,43601,US
d6f13382,direct,desktop,0,43402,US
626f19ef,direct,desktop,0,43781,DE
62a4b1d2,direct,desktop,1,43212,US
b2366340,direct,desktop,0,43628,IE
0dbd0a39,direct,desktop,1,43732,US
cb6eed34,direct,desktop,0,43470,US
b0e6ba02,direct,desktop,0,43693,US
736f14b5,direct,desktop,0,43703,MY
eafecfd5,direct,desktop,0,43485,US
42edad8a,affiliate,unknown,0,43784,
12984909,direct,desktop,0,43366,IE
6a5c0a28,direct,desktop,1,43388,US
52d9eb86,direct,desktop,1,43387,US
78652800000,direct,desktop,0,43867,GB
97d4f616,email,mobile,1,43376,CA
bf481245,direct,desktop,0,43737,US
4bcb6d13,direct,desktop,0,43578,US
04d6c8ed,email,mobile,0,43305,US
e1524e79,direct,desktop,0,42937,NZ
840579ac,direct,desktop,1,43826,FR
3ae5be90,direct,desktop,1,43679,US
658079db,direct,desktop,1,43892,CA
9aff14bd,direct,desktop,0,43038,US
c626ce5a,direct,desktop,0,43312,US
ba5e40bf,direct,desktop,1,43474,US
9850883e,direct,desktop,1,44056,IT
13a4afff,email,mobile,1,43562,US
6ee02743,direct,desktop,0,43462,MX
5c1ecfa3,direct,desktop,0,43572,CA
965a968d,email,mobile,0,43362,US
6487258f,direct,desktop,0,44021,IT
a95c3f31,direct,desktop,0,43433,ES
1cde18a5,direct,desktop,0,43224,DK
62fc8c84,direct,desktop,1,43713,US
a2f74aee,direct,desktop,1,43585,US
fe68a0b2,email,mobile,1,43420,US
65ce4369,direct,desktop,0,43313,US
d86e29d7,direct,desktop,0,43376,US
0dcb6f8b,social media,tablet,0,43383,AU
596e85bf,email,desktop,0,43658,RU
82c3616c,email,desktop,0,43548,US
16ce401e,direct,desktop,0,43055,NL
15d3f74f,direct,desktop,0,43281,US
b7d6f52a,social media,tablet,1,43405,US
12e3d3e7,direct,desktop,0,43265,US
776d6355,email,desktop,0,43519,US
fe154fbf,direct,desktop,1,43632,US
a335cd4a,direct,desktop,0,43138,FI
8fd76317,direct,desktop,1,43399,US
4b9ae07b,email,desktop,1,43465,BR
2c20fe6e,direct,desktop,0,43644,IL
fdb108ee,direct,desktop,0,43832,US
4fa40944,direct,desktop,0,43808,US
3595813,direct,desktop,0,42944,US
114452db,direct,desktop,0,43447,US
617e0cf2,direct,desktop,0,43531,FR
dda25063,direct,desktop,1,43544,US
90aac7cc,direct,desktop,1,42873,US
3b696704,direct,desktop,1,42791,BG
c583de45,direct,desktop,0,42925,US
dbb7aa2c,direct,desktop,1,44100,BR
e1cf486a,email,desktop,1,43864,FR
13ee35a0,direct,desktop,0,43635,GB
f8674804,direct,desktop,1,43469,ZA
b124e39f,direct,desktop,1,43165,IN
25db1449,direct,desktop,0,43471,ES
dc1222c8,email,desktop,0,43570,BR
88eb110f,direct,desktop,0,44070,EG
4f3e6574,affiliate,unknown,0,43050,DK
a368aa90,direct,desktop,0,43548,FR
b064d443,direct,desktop,1,43213,US
cd281f56,direct,desktop,0,43283,US
5de6053a,email,desktop,0,44036,US
45333844,direct,desktop,0,43532,IN
d55fc711,direct,desktop,0,43450,US
5075cd78,direct,desktop,0,43708,US
b8921be0,direct,desktop,0,43551,GB
9da3d750,direct,desktop,0,43493,US
ce27daa4,email,mobile,0,43011,CA
22e0e169,direct,desktop,0,43463,ZA
dc505e2b,direct,desktop,0,43428,NL
667e39be,direct,desktop,0,43121,CA
6fc6617d,direct,desktop,1,43461,US
69297edb,email,desktop,1,43958,EC
d93fa81d,email,mobile,1,43299,US
d88e1acf,email,mobile,1,43271,US
9617ae0c,direct,desktop,1,44112,AU
ce65f226,email,mobile,0,43685,AU
d8a16609,direct,desktop,0,43824,CA
c07dbd2d,direct,desktop,0,43495,US
542e455b,direct,desktop,0,43444,US
4ce3061a,direct,desktop,1,42796,US
569490f0,direct,desktop,1,43514,MY
85b8626f,direct,desktop,1,43706,US
b40153de,direct,desktop,1,42798,DE
5aafb50c,direct,desktop,1,43085,US
b7dafba0,direct,desktop,0,44063,US
811909c2,direct,desktop,0,44126,IE
84efc912,direct,desktop,1,43618,JP
867bd77d,direct,desktop,0,43422,US
eb6fc262,direct,desktop,0,43799,GB
f155d833,direct,desktop,1,43566,AU
ec2b3866,email,mobile,1,43345,US
cea0ce47,direct,desktop,0,43561,ZA
3cc265d4,direct,desktop,0,43706,US
b9df2d42,email,mobile,0,43706,JP
24b69465,direct,desktop,0,43767,US
4faf03bf,direct,desktop,0,43397,US
b1f3fb20,direct,desktop,0,43628,US
91a29fbf,direct,desktop,1,42806,AU
831a8c77,email,mobile,1,43349,US
71b50db0,direct,desktop,1,43932,US
4ff7f586,direct,desktop,1,43819,US
15c4ef75,direct,desktop,0,43746,US
2c189e02,direct,desktop,0,43107,PT
cd0c1f74,direct,desktop,1,43751,US
bbb91af7,direct,desktop,0,43131,US
40031d7c,direct,desktop,0,44001,BE
dbda9ec3,direct,desktop,1,43596,AU
271d3e6f,direct,desktop,0,43480,US
441c225a,direct,desktop,1,43438,ZA
6d82f8fe,direct,desktop,1,43138,US
8e60c8ec,direct,desktop,1,43823,US
d8d007f3,direct,desktop,0,43093,US
29bb865f,affiliate,unknown,0,43364,NL
dece131e,direct,desktop,0,44107,US
4b6faaea,direct,desktop,1,43396,GB
42b841cd,direct,desktop,1,43448,DE
d51cecb3,direct,desktop,0,43371,GB
29fef72a,direct,desktop,0,43325,NL
890f6793,direct,desktop,0,43840,US
ae998206,direct,desktop,0,43958,US
5b67897e,direct,desktop,1,43768,CA
b5e50652,direct,desktop,1,43672,US
eb667fcd,direct,desktop,0,43719,IT
ec92a8f8,direct,desktop,0,43942,US
71ad386b,direct,desktop,1,43867,US
c94a873d,direct,desktop,0,44024,AU
fa484228,email,mobile,0,43305,HK
8453a9a1,direct,desktop,0,44013,NL
5137fe47,direct,desktop,0,43484,JP
d014f536,direct,desktop,0,43307,US
8b967611,direct,desktop,0,43037,GB
78612847,direct,desktop,0,43756,GB
ff79712c,direct,desktop,0,43405,US
43f6f8ab,direct,desktop,1,43576,DE
08f6e0db,email,mobile,1,43364,US
f30df505,direct,desktop,1,43831,IT
266cf549,direct,desktop,0,43651,FR
d7f99c73,direct,desktop,0,43606,JP
6462644,direct,desktop,0,43186,AU
e2ffdaff,direct,desktop,0,44022,GB
23abe81e,direct,desktop,0,43974,BS
31da2399,email,desktop,0,43877,US
24b3a805,direct,desktop,1,43440,US
2534d594,direct,desktop,1,43446,US
fc1a646a,affiliate,unknown,0,43129,US
05ae3208,direct,desktop,0,43177,DE
ee128495,direct,desktop,1,43939,US
29f32f9a,email,mobile,1,43670,US
0ff94cb4,direct,desktop,0,43649,FR
84fa84d9,direct,desktop,0,43628,US
1aa2fc4c,direct,desktop,0,43506,US
f0c36442,direct,desktop,1,43770,GB
2fd36a2b,direct,desktop,0,43649,US
37415cb1,affiliate,unknown,0,44009,US
59ce5d57,direct,desktop,0,43702,GB
5bd294ba,direct,desktop,0,43487,FR
6f7acd67,email,mobile,0,43371,US
27d74980,direct,desktop,1,43297,US
e81e7c13,direct,desktop,0,43799,CA
29171f3b,direct,desktop,1,43369,AT
c694d200,direct,desktop,1,43788,JP
2c4d9bc0,email,desktop,0,43664,US
90d89d24,direct,desktop,0,43619,CZ
e0de98cc,social media,tablet,1,43230,ZA
ccda2bba,direct,desktop,0,43449,US
a783d18d,direct,desktop,0,43527,US
2c81ada5,direct,desktop,0,43150,GB
1b8c3d1e,direct,desktop,0,43877,EU
e3e5b5f8,direct,desktop,0,43528,US
b652950d,social media,tablet,1,43293,GB
8d0393c9,direct,desktop,0,43961,IL
86122548,email,desktop,1,43624,US
a4cbd287,direct,desktop,0,43704,DE
a61bcf10,direct,desktop,0,43365,US
d2962052,direct,desktop,0,43527,US
6806a9be,direct,desktop,0,43848,PH
a18890fe,direct,desktop,0,43467,PT
442b447b,email,desktop,0,43629,CL
d9f8b17a,direct,desktop,1,42813,US
58c29887,direct,desktop,1,43199,FR
eb896b54,direct,desktop,1,43303,AU
df1bc282,direct,desktop,0,43280,CA
281d9143,direct,desktop,1,43757,DK
bd19825d,affiliate,unknown,1,42921,US
b230aa2d,direct,desktop,0,43587,US
6f873f7c,email,mobile,0,43563,US
edadb399,direct,desktop,0,43484,CA
a25d012c,direct,desktop,1,43765,IL
261ac109,direct,desktop,1,43408,US
1413db9d,direct,desktop,1,43650,DE
f1a3c9a5,direct,desktop,1,43153,GB
691e549b,direct,desktop,1,43738,ES
f0edb856,direct,desktop,0,43541,US
5807fb96,direct,desktop,1,43658,US
c31c57db,direct,desktop,1,43704,US
bf750e9b,direct,desktop,0,43193,FR
daf2aebe,direct,desktop,1,43708,US
89a66e3f,direct,desktop,1,43743,GB
b1c7be23,direct,desktop,0,42901,CA
aa9d227c,direct,desktop,0,43759,US
0450c210,direct,desktop,0,43329,GB
a1eb24cb,email,desktop,0,44113,JP
91fa906e,direct,desktop,0,43881,US
30ff17ca,direct,desktop,0,43723,US
33263878,direct,desktop,1,43668,US
ed0176ff,direct,desktop,1,43509,IT
aed419c1,direct,desktop,0,43670,HK
30e83515,direct,desktop,0,43635,US
80e480d9,direct,desktop,0,43685,AR
6dbdc36b,email,desktop,0,44122,AU
e185621e,email,mobile,1,43141,NO
5abde49a,direct,desktop,1,43679,BR
95bad901,direct,desktop,1,43271,US
b06fc062,email,desktop,0,44076,US
b1e456ab,direct,desktop,0,43096,US
6da868b9,direct,desktop,0,43703,NL
9887c9e8,direct,desktop,0,43648,US
6c2c15fb,direct,desktop,0,43501,GB
8dc34e0d,direct,desktop,0,43976,US
8b5957cb,direct,desktop,0,43915,US
0a91b51a,direct,desktop,0,43481,AT
23a29739,direct,desktop,1,43533,CH
ff898c2d,direct,desktop,1,43859,ES
58895dea,email,desktop,0,43975,CA
5120e978,direct,desktop,0,43791,UY
41bc3338,email,mobile,1,43632,US
df56fdfa,direct,desktop,1,43357,US
b2d472ec,email,mobile,1,43809,BR
415e02d0,direct,desktop,1,43684,BR
1ba70e9d,direct,desktop,0,43670,IN
86be4ccb,direct,desktop,1,43883,US
97d5c6a3,direct,desktop,1,43616,GB
a4544ad0,direct,desktop,0,44027,JP
bb0fcf53,direct,desktop,0,42965,SE
67b2878f,direct,desktop,0,43572,RU
dd959214,direct,desktop,0,43398,US
9d3802e9,direct,desktop,0,43666,RU
09adfd54,direct,desktop,0,43491,US
e664c161,direct,desktop,1,43755,IN
1d1cf95e,direct,desktop,1,43442,SE
44674bbe,direct,desktop,0,43640,GB
d54230aa,direct,desktop,0,43011,FR
cd9d10cd,direct,desktop,0,43624,US
65aaa522,direct,desktop,0,43272,US
4557f371,direct,desktop,1,43703,IT
32b1ed67,direct,desktop,1,43842,BR
b5893ca4,direct,desktop,1,43273,US
4f910e2b,direct,desktop,0,43322,CH
f8b56e18,direct,desktop,0,44067,AU
17216b12,direct,desktop,0,43715,US
42530956,affiliate,unknown,0,43306,US
97568b64,direct,desktop,1,43817,US
df9af3a6,social media,tablet,1,42881,BR
52720324,direct,desktop,1,43244,US
c5b04e59,,,0,43449,CA
192baf69,direct,desktop,0,43189,GB
cef45cfc,email,mobile,0,43253,ZA
ca3300a3,email,mobile,0,43656,US
73d504e5,direct,desktop,0,43645,HU
0e7e0fac,direct,desktop,0,43120,US
a14c621b,direct,desktop,1,43418,CA
0e142ed0,direct,desktop,0,43580,US
239bc25f,direct,desktop,0,43119,US
4e9f6eca,email,desktop,0,43692,US
23062f20,direct,desktop,0,44084,DE
cc99e65a,direct,desktop,0,43747,PL
27daabf6,direct,desktop,1,43999,US
271f8b45,direct,desktop,0,43064,US
927f50d1,affiliate,unknown,1,43543,US
eae8a4bc,direct,desktop,1,43492,NL
e295923b,direct,desktop,0,43360,AT
363d7919,direct,desktop,0,43311,US
31230562,email,mobile,0,43507,US
4bec38a6,direct,desktop,0,43869,GB
14af20df,direct,desktop,0,43366,US
3c8fb2a4,direct,desktop,1,43379,CH
4a697356,direct,desktop,0,43100,US
ae74049d,direct,desktop,0,43184,CA
e3149517,direct,desktop,1,43368,US
dfbab90f,direct,desktop,0,43504,IL
a2ed3329,affiliate,unknown,0,43682,US
b4b1b64e,direct,desktop,0,43517,US
d73061f0,direct,desktop,0,43476,FR
c233c219,direct,desktop,0,44047,US
f03cc6b1,direct,desktop,0,43858,US
29a55c24,direct,desktop,0,43814,US
f7242a55,direct,desktop,1,44033,FR
54407f09,direct,desktop,1,43315,US
93e4d1de,direct,desktop,0,43482,IE
51e63bcc,email,desktop,0,43667,US
0b0f8dc2,direct,desktop,0,43536,BE
8fe85c70,direct,desktop,0,43148,US
cc94a401,direct,desktop,0,43916,HK
cc803d4e,email,desktop,1,44160,NL
03d11796,direct,desktop,0,44004,US
a5646a3d,direct,desktop,1,43704,ES
9eb8665a,direct,desktop,0,43480,NL
f37f47b4,direct,desktop,0,43682,GB
ca5a2cc3,direct,desktop,0,43920,SE
462630bf,direct,desktop,0,43662,US
be05a541,direct,desktop,0,43774,DE
24ca070f,direct,desktop,1,42953,BR
04edb4c9,direct,desktop,0,43119,SE
df679aa6,direct,desktop,1,43767,US
1209f477,direct,desktop,0,43485,DE
c1ff01d2,direct,desktop,0,43279,HU
972be31e,direct,desktop,1,43158,GB
8dc8ce90,direct,desktop,0,43927,US
00806d7a,direct,desktop,0,43550,SE
3f4dd6d9,direct,desktop,0,43434,US
6a6d29d9,direct,desktop,1,43739,US
78a634e2,direct,desktop,0,44025,US
5fad25eb,direct,desktop,1,44003,AU
415da0c9,direct,desktop,0,43390,US
1cc962c6,direct,desktop,0,43517,PT
9d50ee93,email,mobile,1,43877,US
18e6bf45,email,mobile,1,43322,AU
3691938f,direct,desktop,0,43204,US
2e198318,direct,desktop,0,43539,SE
e656213d,email,desktop,0,44087,BR
7f6eacab,direct,desktop,0,43478,KR
b4bfc234,direct,desktop,0,43690,US
495e210b,affiliate,unknown,0,43754,US
60ef8555,email,mobile,0,43084,US
67d6718b,direct,desktop,0,43281,US
49ee0b42,direct,desktop,0,43538,DZ
3b3ba791,direct,desktop,0,42988,GB
8a1f1ba6,email,mobile,0,43103,US
bd6bb4ba,direct,desktop,0,43341,DE
1057a5c8,direct,desktop,0,43154,US
84220697,direct,desktop,0,43538,GB
cd543e33,affiliate,unknown,0,42857,US
7f6dbf9a,direct,desktop,0,43205,DE
da02c156,direct,desktop,1,43436,US
60e99c0a,direct,desktop,1,43669,MX
68883905,direct,desktop,0,43470,US
cd60ff73,direct,desktop,0,43619,NL
68165b48,direct,desktop,0,43703,CA
34248988,direct,desktop,1,43328,FR
81fdea1c,direct,desktop,1,43768,DE
f35f3f59,social media,tablet,1,43691,AU
4a336bd4,direct,desktop,0,43358,US
8a6ce456,email,desktop,1,44012,US
c3b68940,direct,desktop,1,43446,US
1aa7c307,direct,desktop,0,43351,ES
b66f3019,direct,desktop,1,43467,BR
731e988f,direct,desktop,0,43463,US
a8cbaa29,direct,desktop,1,43204,US
f6ced9d8,direct,desktop,0,43852,CA
17456ae4,direct,desktop,0,43806,US
54182f32,direct,desktop,1,43698,US
29c1aa8b,direct,desktop,0,43394,HK
0aed2d69,affiliate,unknown,0,43117,
257ddc55,email,mobile,0,42931,US
90eca615,direct,desktop,0,43426,DK
8162a149,direct,desktop,1,43870,KR
b9d8573c,direct,desktop,0,43817,GB
02fb8c48,direct,desktop,0,43345,DE
a61a7ad0,direct,desktop,0,43765,US
9f18cecf,direct,desktop,0,43424,US
4.14E+49,direct,desktop,1,43568,AU
947dc32a,direct,desktop,0,43580,AU
a4b1e34e,direct,desktop,0,44019,US
0ccc8eb7,email,mobile,0,43363,IL
75c846be,direct,desktop,1,43545,TW
4e5a41b3,direct,desktop,0,43907,CA
f85e7cd2,direct,desktop,1,43148,FR
6a2a7ef5,direct,desktop,0,43896,US
18d5684b,direct,desktop,0,43929,US
2c1d59a4,direct,desktop,0,43561,NG
72f79d93,direct,desktop,1,43858,US
53479f8d,direct,desktop,0,43544,GB
b9635f1d,direct,desktop,0,43412,JP
c5d23bfa,direct,desktop,0,43521,GB
fb441ee8,direct,desktop,1,43987,FR
439156b1,direct,desktop,1,43543,CA
fae48c93,email,desktop,0,43835,US
c5c2264a,direct,desktop,0,43799,GB
89bd1964,direct,desktop,0,43490,US
946c5402,email,desktop,0,44007,US
4d079f97,direct,desktop,0,43192,US
d9cd5614,direct,desktop,0,43701,ES
a7acb68b,email,mobile,1,43685,US
a1341e81,direct,desktop,0,43671,NL
30cdafd5,direct,desktop,0,43880,DK
d2b075bf,direct,desktop,0,43616,CA
ebb80eea,email,mobile,0,43354,US
b54835b5,social media,tablet,0,43631,NO
69884c99,direct,desktop,0,43009,TH
30470782,direct,desktop,1,43736,AU
a252c490,direct,desktop,0,43746,US
3244fc36,direct,desktop,1,43035,US
d251dc7f,direct,desktop,0,44049,US
9b86c260,email,mobile,1,43411,US
5fd879f9,email,desktop,0,43794,FR
8ded8a79,direct,desktop,1,43310,US
e92eb056,direct,desktop,1,43891,US
e50e66ae,email,mobile,1,43052,US
1fdbc96d,direct,desktop,0,43278,DE
5470c6cc,direct,desktop,0,43110,CA
1921003a,direct,desktop,1,43507,BR
e6d9d5da,direct,desktop,1,43456,US
f8832639,direct,desktop,0,43342,AU
d025676f,direct,desktop,1,43206,AU
18fd63e0,direct,desktop,0,43971,US
dedd7002,direct,desktop,1,43527,NL
e797b68b,direct,desktop,0,43369,GB
9e5156db,direct,desktop,1,43704,JP
d01aa531,email,desktop,1,43517,US
9c8881b6,email,mobile,1,43749,US
28078686,email,desktop,1,43433,AU
c9f2be30,direct,desktop,0,43866,ES
85c1bdd8,direct,desktop,1,43547,US
c1d08d80,direct,desktop,1,43852,ZA
91a297c1,direct,desktop,0,43518,DK
28fef390,direct,desktop,1,43577,NO
dde44406,direct,desktop,1,43321,US
74e1ae03,direct,desktop,0,43170,CA
9cb2d8a4,direct,desktop,0,43925,KR
46e95a7d,direct,desktop,0,43480,NL
17527c8a,direct,desktop,0,43624,ES
83e05723,email,mobile,0,43729,FR
64d97570,direct,desktop,1,43100,US
d5090817,direct,desktop,0,43395,NO
38e7af6b,social media,tablet,0,43590,US
8ac63db9,direct,desktop,0,43312,GB
80ca646e,direct,desktop,0,43845,CA
506854da,direct,desktop,1,43675,US
dd29dfbf,direct,desktop,0,43198,US
3050998e,affiliate,unknown,0,43811,GR
093bab9d,direct,desktop,0,44041,KR
9dd2a872,email,mobile,0,43681,US
821063b9,direct,desktop,0,43148,US
cee2000e,direct,desktop,0,43469,GB
b8673a7c,direct,desktop,0,43333,US
62c9e6eb,direct,desktop,0,43120,RU
657d5858,direct,desktop,1,43386,AU
992c226d,direct,desktop,0,43807,IN
ea19a4df,direct,desktop,1,42790,US
0227cdfc,direct,desktop,0,43563,US
60e4be76,direct,desktop,1,43921,MX
1d341d93,direct,desktop,0,43301,US
7b4b3f99,direct,desktop,1,43380,US
e2966d5c,direct,desktop,0,43589,US
4331e30c,direct,desktop,1,43575,GB
8ecaf86a,email,mobile,0,43833,US
a3c88046,direct,desktop,0,42944,IL
f3c60781,direct,desktop,1,43372,US
0c9b724d,direct,desktop,1,43716,BR
a645984d,direct,desktop,0,43717,AU
42a6e6d7,email,mobile,0,43638,US
0ad51d88,direct,desktop,1,43554,TR
90ac382f,direct,desktop,1,43731,BR
ab922e61,direct,desktop,0,43930,US
7b0c2f37,direct,desktop,0,43487,US
9f3cd3ac,direct,desktop,1,44136,US
967bb002,direct,desktop,1,43127,BR
c8a5c229,email,mobile,1,43433,ZA
3309959,direct,desktop,0,43691,US
e1391c97,direct,desktop,1,43533,PL
647cd090,affiliate,unknown,1,43491,DE
28c8dc33,direct,desktop,1,43530,US
f88997f5,direct,desktop,1,43597,US
288238f2,direct,desktop,0,43213,US
e68d81a8,email,mobile,0,43534,US
3101d796,direct,desktop,0,43725,US
ebde12a9,email,mobile,1,43619,AE
1429719e,direct,desktop,1,43612,US
513e6500,email,desktop,1,43395,NG
ab7a06f2,direct,desktop,0,43278,US
167f7c12,direct,desktop,0,42892,US
b4f2c508,direct,desktop,1,43421,US
3638bf51,direct,desktop,1,43540,US
68f6e1bf,direct,desktop,1,43281,AT
17c7cb7b,direct,desktop,1,43453,US
d7530947,direct,desktop,1,42943,BR
8adff5d1,email,mobile,0,43304,US
fbc8b942,direct,desktop,0,43234,US
7cf7575d,direct,desktop,1,44006,US
1797fc86,email,desktop,1,44178,CA
331915fa,direct,desktop,0,43568,US
bcae55d7,email,desktop,0,43505,GB
e8b343ad,direct,desktop,0,43992,IE
3107c187,direct,desktop,0,43701,GB
0172bf90,direct,desktop,0,43401,JP
6b5a34f4,email,mobile,0,43594,US
03f095e0,direct,desktop,0,43434,KR
192d5556,direct,desktop,0,43712,US
d1f18d7a,affiliate,unknown,1,44016,IE
15dfa227,direct,desktop,1,43082,IT
03bd1809,direct,desktop,0,43097,TH
23e4318c,direct,desktop,0,43736,NO
b03580ed,direct,desktop,0,43448,US
bb350cd9,direct,desktop,0,43617,US
c52934c8,direct,desktop,1,44040,ML
6197f803,direct,desktop,0,43964,US
d3650406,direct,desktop,0,43654,JP
122e9e39,social media,tablet,0,43824,GB
56ec2dd2,direct,desktop,0,43345,US
54210798,direct,desktop,0,42997,MX
8f85baa1,social media,tablet,0,43005,US
ff54737b,direct,desktop,0,43793,DE
6d2740ee,direct,desktop,0,43440,FR
5ee71b91,direct,desktop,0,43283,AU
f56642bd,direct,desktop,1,43759,NZ
cf6f29f9,direct,desktop,1,43657,BR
49f766d8,direct,desktop,1,43600,CR
b8a3621b,direct,desktop,1,43832,FR
2d577eaa,direct,desktop,0,43474,GB
8dbe4d36,direct,desktop,0,43773,US
611e5c50,direct,desktop,1,43151,US
cf798e88,direct,desktop,1,43461,US
8cca58cf,email,mobile,1,42922,IT
69ae5638,direct,desktop,0,43920,CA
7f232784,direct,desktop,0,43220,US
961e4649,direct,desktop,0,42823,US
f8b749c3,direct,desktop,0,43376,AU
0b000ae5,direct,desktop,0,43511,FR
1158b6eb,direct,desktop,0,43049,US
22236b35,direct,desktop,0,43076,DE
b3ce0d3d,direct,desktop,0,43488,GB
93222d2f,direct,desktop,0,43943,US
99ef93a7,direct,desktop,1,43786,DE
beb16b67,direct,desktop,0,43670,GB
803650fa,social media,tablet,0,43197,US
fdf30bd7,direct,desktop,0,43597,US
4cd7b87b,direct,desktop,0,43268,NO
54db33b8,direct,desktop,0,43259,SE
e589e15f,direct,desktop,0,43156,US
54975b69,direct,desktop,0,44125,US
e1dc386d,direct,desktop,0,43657,DE
d29463e4,email,desktop,0,43575,JP
db5aeff0,direct,desktop,1,43272,US
fe291e31,direct,desktop,1,43326,US
1a0b196a,direct,desktop,1,43750,US
24ef1b83,direct,desktop,0,43700,US
a85381d5,email,desktop,0,44104,IN
adbfbc3d,direct,desktop,0,43568,IN
83be736a,direct,desktop,0,42910,DE
d90a6987,direct,desktop,0,43291,NL
7fc354b2,email,mobile,0,43307,US
726f2542,email,mobile,0,43046,GB
9d7b99be,direct,desktop,0,43920,GB
49948a97,direct,desktop,1,43032,MX
15dd056b,direct,desktop,1,42870,FR
b544b05f,email,mobile,1,43342,BR
838e6f8e,affiliate,unknown,0,43853,GB
7eb833b9,email,desktop,0,43770,US
6271db32,direct,desktop,0,43464,CH
806dfa47,direct,desktop,0,42958,CA
b8d99a77,direct,desktop,0,43378,US
ec5af364,direct,desktop,0,43439,AL
76adebbe,direct,desktop,1,43551,GB
4271e1a3,direct,desktop,1,43687,JM
6bd6dd86,email,mobile,0,43823,IN
b09634b7,affiliate,unknown,0,44042,GB
3324c5b9,direct,desktop,0,43510,IL
277a8a8a,direct,desktop,1,43480,US
cb34d2f9,direct,desktop,0,43432,US
63effe8b,email,desktop,0,43481,US
d4dec58f,direct,desktop,1,43261,NL
cab4437f,direct,desktop,1,43882,AU
1cd5d65f,direct,desktop,0,43317,US
e3466d97,direct,desktop,0,43501,GB
b8d138e2,direct,desktop,0,43253,CH
f7f78e87,direct,desktop,0,43911,CA
74583152,direct,desktop,0,43546,US
f85553e9,direct,desktop,0,43477,IT
26c2a6a0,email,mobile,1,43101,US
71f64556,direct,desktop,1,43833,US
a0e3aca8,direct,desktop,0,43358,CL
5dbb56ac,direct,desktop,0,43712,GB
e2f0e8cb,affiliate,unknown,0,43486,US
9d4fa6ce,direct,desktop,0,43089,US
33ea9f19,affiliate,unknown,0,43261,GB
49fd0767,direct,desktop,0,43847,DE
444bf0ad,direct,desktop,0,43362,US
cfd12605,direct,desktop,0,43554,US
ab9de240,email,desktop,0,44012,US
9b530c7b,direct,desktop,1,43574,AU
223fa8b1,direct,desktop,1,42887,CA
ca3c7d7b,direct,desktop,1,43827,ES
47f9aa66,direct,desktop,0,43538,HK
72b19ea6,direct,desktop,0,43985,PL
05f99535,direct,desktop,0,43312,CA
69c09674,direct,desktop,0,43430,US
b38d2885,direct,desktop,0,43497,NZ
7f4a2c41,direct,desktop,0,44108,SK
89ecdcc6,direct,desktop,0,43432,KR
69513106,direct,desktop,0,44112,DK
dfa71ff4,direct,desktop,0,44051,DE
410dd7de,direct,desktop,1,43991,US
6bee5dbb,direct,desktop,1,43550,US
040576df,direct,desktop,1,43242,CA
37e67292,direct,desktop,1,43414,GB
f790ac1c,direct,desktop,0,43772,NG
a4963177,direct,desktop,0,43359,GR
5fc58846,direct,desktop,0,43235,US
c46b834b,direct,desktop,0,43297,US
638c3e5f,direct,desktop,1,43803,US
3bc3a09c,email,mobile,0,43366,US
8716cb19,direct,desktop,0,43489,US
1365da6b,direct,desktop,0,43573,TR
03cdf413,direct,desktop,0,43595,US
3b471d31,direct,desktop,0,43839,US
45e625ea,direct,desktop,0,43254,US
a8cca665,direct,desktop,0,43450,US
9580564f,direct,desktop,0,43754,US
9257329b,email,desktop,1,43920,JP
5a1c9d79,direct,desktop,1,43016,FR
edbdd805,direct,desktop,0,43913,DE
f699feef,direct,desktop,0,43552,MX
50a47587,direct,desktop,0,43337,US
8f773452,direct,desktop,0,43319,RU
80b85815,direct,desktop,0,43368,US
b363ba4a,direct,desktop,0,43888,AU
dd9b51c1,affiliate,unknown,0,43713,US
823f45e1,direct,desktop,0,43528,NZ
629e20a6,direct,desktop,1,44083,JP
10bb7209,direct,desktop,0,43451,US
dfb65772,direct,desktop,0,43688,PE
5.68E+65,direct,desktop,1,43639,AR
4599b633,direct,desktop,1,43281,MX
ec093a04,direct,desktop,0,43049,PL
698b5eaa,direct,desktop,0,43608,VN
5cd298df,direct,desktop,0,44112,US
f40ceb09,direct,desktop,0,43205,US
1.35E+54,email,mobile,1,43171,US
b433b1e9,direct,desktop,1,42968,US
ecca55d7,direct,desktop,1,43773,GB
a5482e10,direct,desktop,1,43350,GB
fbd3e666,direct,desktop,0,43704,NL
b48088e8,direct,desktop,0,43417,CH
143f6ccf,direct,desktop,1,43421,IT
fef381c8,direct,desktop,1,43513,US
df4e77ad,affiliate,unknown,0,43573,US
b17d9fda,direct,desktop,0,43399,FR
4ea96fdf,direct,desktop,0,43478,US
e57d1147,direct,desktop,0,43154,US
ed7df208,direct,desktop,0,43540,US
072b4fae,direct,desktop,0,43328,NL
c73fa8b2,direct,desktop,0,43789,US
dc6f434e,affiliate,unknown,0,43591,US
cde5238a,direct,desktop,1,42929,US
