ORDER_ID,PURCHASE_TS,SHIP_TS,DELIVERY_TS,REFUND_TS
5197adc3caf1189,2020/9/9,2020/9/10,2020/9/16,
519817908ee90059,2020/6/7,2020/6/10,2020/6/23,
51986ba427235637,2020/7/19,2020/7/24,2020/7/30,
519df39052778175,2020/10/23,2020/10/28,2020/11/1,
51a6291ca7e66639,2020/4/28,2020/4/30,2020/5/8,
51a8f625b2f87097,2019/5/6,2019/5/9,2019/5/12,
51a9054612817128,2020/5/14,2020/5/15,2020/5/23,
51aaff2eb4993107,2020/5/3,2020/5/4,2020/5/11,2022/7/5
51ad734527644294,2019/12/3,2019/12/5,2019/12/8,
51b278a855448192,2020/4/15,2020/4/17,2020/4/27,
51b2f78224345399,2020/8/17,2020/8/18,2020/8/28,
51b36c16e9691779,2020/1/28,2020/1/30,2020/2/10,
51b379e1a1391486,2019/8/7,2019/8/10,2019/8/15,
51b3ceb5db363587,2020/12/25,2020/12/26,2020/12/31,
51bf3dc4a2087202,2020/4/18,2020/4/23,2020/5/1,
51c85d57ecd91522,2020/3/21,2020/3/23,2020/4/6,2022/2/15
51c914f2cfa81541,2020/10/21,2020/10/22,2020/10/28,
51cb48637eb37078,2020/5/10,2020/5/15,2020/5/21,
51cb708898534167,2019/1/1,2019/1/2,2019/1/8,
51cb708898534168,2019/1/1,2019/1/5,2019/1/10,
51d1bec252d37996,2020/2/25,2020/2/27,2020/3/10,
51d6004cb8356881,2020/1/22,2020/1/23,2020/1/31,
51dd696931a76293,2019/1/19,2019/1/20,2019/2/1,
51df0b9cdae39643,2019/3/13,2019/3/15,2019/3/21,
51e1e450b7c77885,2020/11/17,2020/11/22,2020/12/3,2022/11/8
51e8ecc755455087,2020/12/2,2020/12/7,2020/12/18,2023/3/13
51ec9e6031356564,2020/4/23,2020/4/26,2020/4/30,
51f9c5bfa7c57191,2019/2/22,2019/2/27,2019/3/8,
51ff125d7aa99468,2020/3/5,2020/3/6,2020/3/11,
5200f42b209101998,2020/6/26,2020/6/27,2020/7/10,
5209ddf2d2e99789,2019/11/3,2019/11/4,2019/11/8,
5209f69eb9b87310,2019/5/31,2019/6/5,2019/6/13,
5210e613a2927631,2020/6/27,2020/6/30,2020/7/12,
5216f1b9c4178757,2020/7/12,2020/7/13,2020/7/27,
521ae95ef4617833,2020/9/8,2020/9/11,2020/9/23,2021/10/4
52266ec312e35356,2019/1/10,2019/1/15,2019/1/19,2020/12/1
52271b004ed75407,2020/9/14,2020/9/18,2020/10/1,
5228127dee761752,2019/2/22,2019/2/25,2019/3/11,
5229126a72455852,2020/1/23,2020/1/28,2020/2/3,
522ba46e1fd48876,2020/11/25,2020/11/26,2020/11/30,2024/6/2
522ba46e1fd48877,2020/11/25,2020/11/30,2020/12/7,2022/7/2
522f88a518635456,2020/4/10,2020/4/13,2020/4/17,
52302e2cc7a11853,2020/6/14,2020/6/19,2020/6/26,
523214c428d20862,2019/8/20,2019/8/21,2019/8/26,
52324a3c9f286607,2020/4/12,2020/4/15,2020/4/21,
5233adc825b79476,2019/2/22,2019/2/26,2019/3/1,
52341a4ad5029011,2020/6/28,2020/6/30,2020/7/3,
52369c302fe92917,2020/12/19,2020/12/21,2020/12/28,2024/3/19
5238bb27df118832,2020/9/22,2020/9/27,2020/10/6,2022/10/15
5238d0eee0730653,2020/6/11,2020/6/14,2020/6/28,
523b53db17847273,2019/12/21,2019/12/22,2019/12/31,
523bfd498c760468,2020/12/3,2020/12/7,2020/12/18,
52424e119d491599,2019/8/26,2019/8/30,2019/9/3,
524641383d819880,2020/2/17,2020/2/20,2020/3/3,
5246d254cd994168,2020/11/28,2020/12/1,2020/12/7,
5247684c08233527,2020/1/20,2020/1/22,2020/1/30,2022/1/30
524c2446c5030069,2020/5/1,2020/5/3,2020/5/16,
524e8d8cc7e89940,2019/7/21,2019/7/23,2019/7/27,
5252031c9d520009,2019/10/15,2019/10/18,2019/10/23,
52520da9e4a58215,2020/7/10,2020/7/11,2020/7/25,
525bf12cde873987,2020/9/20,2020/9/23,2020/10/3,
5.26E+15,2020/10/28,2020/11/1,2020/11/8,2022/11/9
5265af7be7777056,2020/6/22,2020/6/24,2020/7/7,
526ccaddd7e99462,2020/1/20,2020/1/24,2020/2/1,
5271d635d3699955,2020/12/4,2020/12/7,2020/12/16,
527959b126948856,2020/9/15,2020/9/20,2020/9/29,
527959b126948858,2020/9/15,2020/9/19,2020/9/23,
527b8ec6ff685106,2020/9/25,2020/9/28,2020/10/4,
527bce2b05d105752,2020/3/18,2020/3/23,2020/3/27,
527d11f268656296,2020/9/24,2020/9/29,2020/10/3,
527f0acb23935941,2020/6/8,2020/6/11,2020/6/19,
528128d107387912,2020/5/26,2020/5/30,2020/6/3,
5281b24d32659286,2019/8/11,2019/8/13,2019/8/23,
528490241d22081,2020/5/25,2020/5/30,2020/6/7,
5284bed6e96107873,2019/1/30,2019/1/31,2019/2/5,
528a3167afd30600,2020/5/24,2020/5/27,2020/6/5,
528bc4e64c46698,2020/5/12,2020/5/14,2020/5/25,2022/6/27
528c5e8d2f2102730,2020/6/3,2020/6/6,2020/6/20,
528cf97be0818556,2019/12/22,2019/12/25,2019/12/29,
5297e04abbf91258,2020/5/11,2020/5/15,2020/5/27,
529ad3a1db4197,2019/6/7,2019/6/8,2019/6/16,
529cc6e656995885,2020/12/15,2020/12/18,2020/12/29,
529e090fc4a17410,2020/8/31,2020/9/3,2020/9/11,
529ef48f7a423257,2020/10/9,2020/10/13,2020/10/25,
52a287f65bc17830,2019/11/7,2019/11/12,2019/11/23,
52a2d35f4e918040,2020/6/13,2020/6/15,2020/6/19,
52a3296d2bc106482,2019/3/24,2019/3/29,2019/4/9,
52a4668906a5437,2019/7/30,2019/8/4,2019/8/7,
52a4668906a5438,2019/7/30,2019/8/2,2019/8/8,
52b030b7050100556,2020/10/21,2020/10/23,2020/10/26,
52b4ac8923b19987,2020/6/21,2020/6/22,2020/7/6,
52b572d9f229590,2019/12/20,2019/12/25,2020/1/1,
52b572d9f229591,2019/12/20,2019/12/22,2019/12/26,
52b60ca7d8256582,2020/3/19,2020/3/20,2020/3/30,
52b737c689813839,2020/8/17,2020/8/18,2020/9/1,
52b737c689813840,2020/8/17,2020/8/20,2020/9/2,
52b9bd67989101781,2020/5/23,2020/5/26,2020/5/31,
52c239687fc22443,2020/6/4,2020/6/8,2020/6/14,
52ca6ffd73d25370,2020/10/17,2020/10/20,2020/11/2,2022/11/3
52cd4800dca39246,2020/8/9,2020/8/10,2020/8/15,
52d336549d240112,2020/8/23,2020/8/28,2020/9/2,2022/12/11
52d336549d240113,2020/8/23,2020/8/24,2020/8/29,
52d3663946048065,2019/5/11,2019/5/15,2019/5/20,2021/5/30
52d45097a1a19132,2020/6/8,2020/6/12,2020/6/15,
52d5ef28f2698050,2020/1/30,2020/1/31,2020/2/12,
52d77a943d819626,2019/6/25,2019/6/28,2019/7/8,
52da1a4a4a484008,2020/8/26,2020/8/31,2020/9/6,
52da1a4a4a484009,2020/8/26,2020/8/31,2020/9/10,2021/5/27
52da80b2b5220954,2020/10/22,2020/10/26,2020/11/2,
52dbbfc816c61420,2020/12/18,2020/12/22,2021/1/3,
52dbbfc816c61421,2020/12/18,2020/12/20,2021/1/3,
52de4b4a4d995066,2019/7/19,2019/7/21,2019/7/24,
52de9a0059686530,2020/10/22,2020/10/24,2020/11/7,
52e084de31970960,2020/5/29,2020/6/3,2020/6/16,2022/5/22
52e1230561521007,2019/6/3,2019/6/8,2019/6/22,
52e572327b614216,2020/5/19,2020/5/21,2020/5/27,
52e9c3eff6796266,2020/4/22,2020/4/24,2020/4/30,
52f291e717b77243,2020/5/5,2020/5/7,2020/5/15,
52f8d49dcbf59904,2020/12/22,2020/12/27,2021/1/10,
52f8d49dcbf59905,2020/12/22,2020/12/27,2021/1/2,
52fbdfde1f42283,2020/12/31,2021/1/5,2021/1/10,2023/11/6
52fc7e346b069753,2020/7/2,2020/7/4,2020/7/9,
530016379cb70937,2020/6/30,2020/7/3,2020/7/10,
53011d529e170380,2020/7/23,2020/7/26,2020/7/29,
5302e5818eb88892,2020/12/17,2020/12/18,2020/12/23,
5305a30701544901,2020/7/10,2020/7/12,2020/7/21,
530840c64bc68341,2020/11/19,2020/11/21,2020/11/30,
53089fe0c0130672,2020/8/18,2020/8/20,2020/8/28,2021/2/27
530df566cfa92084,2019/2/16,2019/2/19,2019/2/25,
530eac5595138824,2019/4/5,2019/4/6,2019/4/18,
5319107d62399513,2019/3/30,2019/4/2,2019/4/15,
531d1e1aa7994309,2020/3/26,2020/3/27,2020/4/6,
531e04c97ee19233,2020/9/29,2020/10/1,2020/10/9,2022/12/3
532479ae04480040,2019/4/2,2019/4/5,2019/4/17,
53247d9ef4575497,2020/4/6,2020/4/9,2020/4/13,
5326ee0b84148084,2020/4/16,2020/4/18,2020/4/24,
532b95c3c3d100410,2020/12/18,2020/12/23,2021/1/5,
533126e986368658,2020/6/15,2020/6/18,2020/6/25,
5333b3fc03518431,2019/12/30,2020/1/1,2020/1/9,
533b03c213911210,2020/12/21,2020/12/24,2021/1/3,2023/9/4
533b03c213911211,2020/12/21,2020/12/22,2020/12/27,
533ba6c560a102124,2019/12/19,2019/12/24,2020/1/7,
533c35e02e045372,2020/10/2,2020/10/6,2020/10/16,
5343c2385ac101839,2020/11/28,2020/11/30,2020/12/6,2022/10/28
5343d57a2c838561,2020/7/28,2020/7/29,2020/8/5,2022/8/18
534781243f482640,2019/12/11,2019/12/15,2019/12/19,
534c4e793be81054,2019/8/5,2019/8/7,2019/8/19,
534cea19edd92519,2020/10/19,2020/10/20,2020/11/2,
534e735b27058460,2020/12/13,2020/12/18,2020/12/22,
5353e1ee60275339,2019/4/9,2019/4/11,2019/4/19,2021/5/27
5355796bede72352,2020/7/5,2020/7/8,2020/7/22,2022/6/29
5357e06fb664891,2020/3/19,2020/3/24,2020/4/1,
536095d3abd68484,2020/11/12,2020/11/17,2020/11/26,
5360b9a4e9e61919,2020/5/11,2020/5/12,2020/5/17,
5360f8129d522938,2020/7/27,2020/7/30,2020/8/5,
536262d9b23884,2020/4/15,2020/4/18,2020/5/2,
53671a5f98f100127,2020/3/29,2020/4/1,2020/4/13,
5368b9f819674105,2020/10/29,2020/11/2,2020/11/10,
536df90534d22906,2020/8/13,2020/8/18,2020/8/22,
536df90534d22907,2020/8/13,2020/8/17,2020/8/21,2021/9/3
537562dae1c55006,2020/11/20,2020/11/24,2020/12/1,2022/10/24
53862fc4e6647358,2020/11/13,2020/11/16,2020/11/28,
538d7147fcb95340,2019/2/6,2019/2/10,2019/2/15,
539cc87847e39668,2019/9/16,2019/9/17,2019/9/28,2021/9/13
53a1206639963451,2019/6/20,2019/6/24,2019/6/29,
53a428aaa9474783,2020/12/30,2021/1/2,2021/1/5,
53a7ae1a22175384,2019/9/7,2019/9/11,2019/9/16,
53b68acb1aa47332,2019/11/12,2019/11/14,2019/11/24,
53b82c70e6c64536,2020/7/2,2020/7/3,2020/7/13,
53baf858e9546684,2019/11/17,2019/11/18,2019/12/1,
53bde59176c60202,2020/12/2,2020/12/7,2020/12/10,2024/3/15
53c062b9bfb59214,2020/10/29,2020/11/2,2020/11/15,
53c2838ac187341,2019/8/2,2019/8/7,2019/8/10,
53c33b094ed17388,2020/5/28,2020/6/1,2020/6/5,
53cb03d2622107912,2020/12/25,2020/12/29,2021/1/5,2024/3/27
53cd08878a938730,2020/9/8,2020/9/10,2020/9/15,2021/8/14
53d12b7107b35905,2020/11/19,2020/11/21,2020/12/2,
53d141882e529679,2020/4/23,2020/4/24,2020/5/3,
53d361bfab594400,2019/11/12,2019/11/15,2019/11/29,
53dbbcb28cc75797,2020/3/13,2020/3/14,2020/3/28,
53e21fca8ce29529,2019/9/16,2019/9/17,2019/9/30,
53e36e6bc2b14268,2020/9/20,2020/9/24,2020/10/1,2022/8/16
53e5e82856557315,2020/10/22,2020/10/23,2020/10/29,2022/2/13
53e933946ab64284,2020/11/30,2020/12/3,2020/12/12,
53f48ed3d1569556,2020/9/25,2020/9/30,2020/10/10,2022/8/12
53f9610bce379222,2019/1/4,2019/1/6,2019/1/17,
53f9610bce379223,2019/1/4,2019/1/6,2019/1/11,
53fdcbab46944755,2020/5/4,2020/5/9,2020/5/14,
5402296e31293645,2020/4/17,2020/4/20,2020/4/24,
5402c75c03666466,2019/8/20,2019/8/22,2019/8/25,
54062b557dd6986,2020/7/16,2020/7/18,2020/7/22,
540cfb41b1b97322,2020/10/8,2020/10/10,2020/10/21,
5415e7fa8d014902,2019/8/22,2019/8/23,2019/8/31,
54162aa419330773,2020/7/27,2020/7/31,2020/8/7,
5417ce80bc690011,2019/1/8,2019/1/10,2019/1/15,
5417ce80bc690012,2019/1/8,2019/1/11,2019/1/25,
541cdb2f89d86860,2019/12/29,2020/1/3,2020/1/9,2022/1/3
541cdb2f89d86861,2019/12/29,2020/1/3,2020/1/17,2022/1/3
54314b77bc343942,2019/1/23,2019/1/28,2019/1/31,2021/3/4
543176738c031136,2020/10/11,2020/10/15,2020/10/18,2021/10/12
5437ccc803423583,2020/7/21,2020/7/26,2020/8/7,
54381d81c32108077,2019/2/3,2019/2/5,2019/2/9,
543a61ee56676888,2019/5/27,2019/5/28,2019/6/11,
543bb8f309a35307,2020/7/23,2020/7/26,2020/8/6,
543cd368a1a105087,2020/9/6,2020/9/8,2020/9/22,2022/9/27
543fb75e92712412,2020/4/29,2020/4/30,2020/5/7,
543fd6f047c1115,2019/9/7,2019/9/9,2019/9/23,
543fd6f047c1116,2019/9/7,2019/9/9,2019/9/15,
5442a38595164092,2020/3/14,2020/3/19,2020/3/24,
544c8a3d08d94528,2019/1/30,2019/2/4,2019/2/8,
5452dd43d0d1382,2020/3/20,2020/3/23,2020/4/5,
5.46E+15,2020/7/10,2020/7/12,2020/7/20,
545afcccf5813212,2019/1/22,2019/1/23,2019/1/31,
545b56e3bc987457,2019/1/17,2019/1/21,2019/2/3,
5460d153ac085471,2020/3/20,2020/3/24,2020/4/2,
5466ef3311749753,2020/2/7,2020/2/8,2020/2/19,
546c525c3c18973,2019/7/13,2019/7/16,2019/7/20,
546e43ac65968221,2020/10/20,2020/10/23,2020/11/3,
546ee2ae4e28773,2020/12/2,2020/12/3,2020/12/8,
54750b6fb6f17368,2019/10/9,2019/10/10,2019/10/22,
54757885a3b34887,2020/12/27,2021/1/1,2021/1/10,
54773dbafaf17181,2020/9/12,2020/9/14,2020/9/28,
547ea4497e586413,2019/11/17,2019/11/19,2019/12/1,
547f84ec9aa19139,2020/9/29,2020/10/4,2020/10/11,
548525226b218839,2019/11/18,2019/11/22,2019/11/26,2021/12/4
548c3e9641462149,2020/11/20,2020/11/23,2020/12/4,
548e8aac74299254,2019/12/21,2019/12/23,2019/12/27,
548e8aac74299255,2019/12/21,2019/12/22,2019/12/25,
548e8aac74299256,2019/12/21,2019/12/22,2019/12/27,
5490580ba9b95722,2020/9/16,2020/9/19,2020/9/26,
5494e0c586924954,2020/5/10,2020/5/11,2020/5/16,
54960a2bca3826,2019/8/14,2019/8/19,2019/9/1,
5499517012e33766,2020/6/26,2020/6/28,2020/7/6,
54a0c092b4411463,2019/11/4,2019/11/9,2019/11/21,
54a4c1fbba127529,2020/4/27,2020/5/2,2020/5/6,
54afec0ab4433095,2019/4/7,2019/4/8,2019/4/18,
54b1b37b70873923,2019/6/19,2019/6/24,2019/6/27,
54bab15352695921,2019/9/15,2019/9/16,2019/9/29,
54bbb72657f94585,2019/9/3,2019/9/4,2019/9/18,2021/10/22
54bbb72657f94586,2019/9/3,2019/9/7,2019/9/16,2021/10/22
54bd855f07e68918,2020/9/27,2020/9/29,2020/10/13,
54c1252b3b776554,2019/7/5,2019/7/6,2019/7/11,
54c6f86ce4e90908,2020/2/22,2020/2/27,2020/3/9,2022/4/23
54d5789310a82188,2020/12/23,2020/12/28,2021/1/9,2025/3/30
54d5789310a82189,2020/12/23,2020/12/28,2021/1/1,
54d5789310a82190,2020/12/23,2020/12/27,2021/1/8,2021/7/18
54dbbb6da39101538,2020/12/18,2020/12/22,2020/12/30,
54dbbb6da39101539,2020/12/18,2020/12/21,2021/1/4,2021/6/11
54dbbb6da39101540,2020/12/18,2020/12/23,2021/1/2,
54de869ec3c19838,2020/3/5,2020/3/8,2020/3/16,
54e99c9c8e4104419,2020/10/8,2020/10/13,2020/10/19,
54eef2a3baf37120,2019/9/20,2019/9/24,2019/10/7,
54eef2a3baf37121,2019/9/20,2019/9/22,2019/10/6,
54f24d9b07e62701,2020/5/18,2020/5/22,2020/5/27,
54f7385e04c36161,2020/11/28,2020/11/30,2020/12/4,
54fae963f207555,2019/9/25,2019/9/30,2019/10/13,
55053da6b3061084,2019/10/28,2019/11/1,2019/11/11,
5506b520dce86402,2020/10/7,2020/10/10,2020/10/15,
550a91624c486373,2020/12/5,2020/12/9,2020/12/14,2022/12/3
5510dc98a474709,2020/12/19,2020/12/22,2021/1/4,
5510dc98a474711,2020/12/19,2020/12/22,2021/1/2,
55168e10ebc70061,2020/10/7,2020/10/8,2020/10/16,2024/9/4
5517aeb40a867084,2020/6/7,2020/6/8,2020/6/16,
5519765f171102915,2020/6/11,2020/6/12,2020/6/15,
551c14fdce485538,2020/6/11,2020/6/16,2020/6/19,
551d0ed821d31484,2020/7/11,2020/7/12,2020/7/22,2022/6/3
551d0ed821d31485,2020/7/11,2020/7/15,2020/7/29,2022/6/3
551fe2d4b5080435,2020/11/27,2020/11/30,2020/12/13,
55214a0bdba17868,2019/2/26,2019/2/27,2019/3/12,
5521a0339365133,2019/12/19,2019/12/23,2019/12/28,2021/12/3
5521a0339365135,2019/12/19,2019/12/23,2020/1/1,2021/12/3
5525a666e5694437,2020/5/8,2020/5/12,2020/5/16,
552c33ac40410376,2020/6/18,2020/6/19,2020/7/3,
55374f0408482105,2020/5/28,2020/5/29,2020/6/8,
55382740c8e64031,2020/1/27,2020/1/28,2020/1/31,2022/1/24
553ff3d2e6360212,2020/12/29,2021/1/2,2021/1/12,
554107e343b3383,2019/7/9,2019/7/14,2019/7/17,
55431ea976f28686,2020/11/1,2020/11/5,2020/11/14,
5543a28039d45922,2019/11/18,2019/11/20,2019/11/29,
5547ee6c04851600,2020/12/15,2020/12/18,2020/12/26,
554834f273b41654,2020/8/29,2020/9/3,2020/9/14,
554ae5e427c29528,2019/11/30,2019/12/3,2019/12/16,
554f324edbd14769,2020/5/9,2020/5/11,2020/5/20,
5554836ea9b66516,2020/6/13,2020/6/15,2020/6/26,
5559cc46b5513113,2020/4/21,2020/4/24,2020/4/27,2022/5/16
555ba2216e825080,2019/12/28,2019/12/30,2020/1/2,
555ea33db6f107062,2020/11/7,2020/11/8,2020/11/16,
555efe4b80721680,2019/11/10,2019/11/12,2019/11/18,
555fb9e4dc397292,2020/12/13,2020/12/14,2020/12/26,
5562bdbcb6c54440,2020/11/29,2020/12/1,2020/12/12,
556427c9b5176572,2020/5/20,2020/5/24,2020/6/4,
5564d4f0b7a32665,2020/5/5,2020/5/10,2020/5/23,
55698c6712042158,2019/7/27,2019/8/1,2019/8/10,
55711e509c544808,2019/8/30,2019/8/31,2019/9/12,
55711e509c544809,2019/8/30,2019/9/2,2019/9/5,
557499d504032909,2019/4/3,2019/4/4,2019/4/15,
55764192ee026986,2019/4/7,2019/4/12,2019/4/17,
557815404df58650,2019/4/9,2019/4/11,2019/4/15,
557accf78cf80187,2019/1/20,2019/1/23,2019/2/6,
557accf78cf80188,2019/1/20,2019/1/25,2019/2/4,
557b4bab5b09718,2019/3/9,2019/3/10,2019/3/22,2021/4/5
557f8b8285d2224,2020/3/11,2020/3/16,2020/3/23,
5583c29bd8586727,2019/3/30,2019/4/1,2019/4/6,
5596692e27a54430,2019/10/2,2019/10/7,2019/10/18,
5596692e27a54431,2019/10/2,2019/10/3,2019/10/16,
5599556b22592103,2019/10/28,2019/10/31,2019/11/11,
559a9e61efe42146,2020/4/23,2020/4/28,2020/5/3,
559ab61ac131805,2020/6/30,2020/7/4,2020/7/17,
55a429123e286754,2019/7/14,2019/7/15,2019/7/27,2021/7/17
55a5ecd2dd144926,2020/9/25,2020/9/29,2020/10/4,2024/6/11
55b1e92d0d7912,2019/1/11,2019/1/13,2019/1/17,
55b1e92d0d7913,2019/1/11,2019/1/12,2019/1/19,
55b7d85415055440,2020/12/19,2020/12/20,2021/1/3,2021/11/5
55b7d85415055441,2020/12/19,2020/12/23,2020/12/29,
55bd74f7821102868,2019/9/16,2019/9/21,2019/9/28,2021/8/24
55c2026e1f433011,2019/8/5,2019/8/10,2019/8/17,
55c349e95ff58780,2020/12/18,2020/12/23,2020/12/30,2025/6/1
55c8f6e7ecd82896,2020/10/1,2020/10/6,2020/10/10,
55cfc74d27b13849,2019/9/29,2019/10/3,2019/10/9,
55d04b8d8c458706,2019/10/14,2019/10/19,2019/11/2,
55d765614ad77301,2020/6/5,2020/6/8,2020/6/19,
55d8e582a6949427,2020/6/24,2020/6/29,2020/7/13,
55decb17bdf71531,2020/3/2,2020/3/7,2020/3/19,
55e3b657dfa104269,2020/4/17,2020/4/22,2020/4/28,
55e77bf6dc912465,2020/6/10,2020/6/12,2020/6/18,
55e98605e8a37052,2020/11/8,2020/11/11,2020/11/18,
55f29a8de8419886,2019/2/26,2019/3/3,2019/3/8,
55f3b3925b97500,2019/1/21,2019/1/22,2019/1/27,
55f3b3925b97501,2019/1/21,2019/1/23,2019/1/30,
55f4afde76918165,2019/5/18,2019/5/21,2019/5/28,
55fa660118f61454,2019/1/17,2019/1/18,2019/1/21,
55faf5938d855201,2020/4/25,2020/4/26,2020/5/6,
55faf5d732378742,2020/1/27,2020/1/31,2020/2/8,
55fddd837c34401,2019/8/2,2019/8/5,2019/8/19,
55ffed909b470378,2020/10/10,2020/10/12,2020/10/23,
56017fcbd2d67252,2019/12/9,2019/12/12,2019/12/18,
5606523146f2924,2020/7/17,2020/7/22,2020/7/30,
5607a6166bb62935,2019/6/3,2019/6/5,2019/6/14,
5609c2759b569701,2020/10/24,2020/10/28,2020/11/11,2024/5/9
560bfa931168245,2019/3/23,2019/3/25,2019/3/29,
56198bd01f250488,2019/4/1,2019/4/4,2019/4/13,
561ba092b4034767,2020/7/29,2020/8/2,2020/8/8,
561c34cee24104926,2019/11/25,2019/11/28,2019/12/11,
56223c9403145831,2020/4/25,2020/4/28,2020/5/2,
5622a7fa8fb13084,2020/10/6,2020/10/7,2020/10/12,
56233695d0520878,2020/5/12,2020/5/17,2020/5/21,
5623d05a0ee49373,2020/6/4,2020/6/6,2020/6/17,
56299008dd736700,2020/5/16,2020/5/17,2020/5/30,
56344c86f6d78549,2020/9/28,2020/9/29,2020/10/2,
56344c86f6d78550,2020/9/28,2020/10/3,2020/10/14,
5635f2a02c283703,2020/2/18,2020/2/23,2020/3/2,
5636bac3d90106159,2020/10/20,2020/10/22,2020/10/30,
563ffc10cad30415,2020/8/26,2020/8/28,2020/9/5,2021/12/1
5.65E+16,2020/12/4,2020/12/8,2020/12/16,
564ce82e6c483673,2020/5/10,2020/5/11,2020/5/15,
564d2c34c4558488,2020/5/7,2020/5/8,2020/5/21,2022/6/22
564e777310562907,2020/12/16,2020/12/20,2020/12/24,
5657b24cbcc34223,2020/3/4,2020/3/9,2020/3/18,
5657b7111ae92008,2019/11/8,2019/11/12,2019/11/23,
5658f6fc27971030,2019/12/8,2019/12/10,2019/12/13,
565a621688768189,2020/5/27,2020/5/29,2020/6/7,
565e72fba7422852,2020/10/4,2020/10/7,2020/10/17,
5660c4f898188936,2020/11/16,2020/11/21,2020/11/25,
56627cfa18999577,2020/3/3,2020/3/8,2020/3/16,
56658566b9776803,2019/12/4,2019/12/8,2019/12/12,
5667b6c56f245544,2019/5/4,2019/5/6,2019/5/12,
566b8244798802,2020/7/6,2020/7/9,2020/7/23,
5670f7c07fe68646,2020/4/25,2020/4/28,2020/5/12,
5671b76460b23408,2019/8/2,2019/8/4,2019/8/17,
567c3f872c588790,2020/11/1,2020/11/2,2020/11/11,
567f28dba4a65746,2020/7/4,2020/7/7,2020/7/14,
5681304b98941728,2020/10/5,2020/10/9,2020/10/12,
56840f360f360265,2019/6/12,2019/6/15,2019/6/20,
568e4e765b098484,2020/6/7,2020/6/10,2020/6/19,
5693ad8322a96748,2019/7/9,2019/7/11,2019/7/24,
5.70E+15,2020/4/24,2020/4/27,2020/5/4,
569aacc329337193,2019/9/12,2019/9/14,2019/9/27,
569c43a91ae13197,2019/3/21,2019/3/25,2019/4/2,
569d3d6008e97520,2020/5/17,2020/5/18,2020/5/23,2022/5/12
56a0129d6f3105010,2020/2/3,2020/2/4,2020/2/18,
56a52fcebac87941,2019/11/3,2019/11/7,2019/11/11,
56a85a6a97913137,2020/10/1,2020/10/4,2020/10/15,2022/9/17
56aac16b22d94200,2020/12/7,2020/12/10,2020/12/14,
56ab6e0fab597814,2020/6/3,2020/6/8,2020/6/15,
56ba120242366903,2020/6/25,2020/6/26,2020/7/2,
56c1dce509e87924,2020/12/24,2020/12/27,2020/12/30,
56c1dce509e87925,2020/12/24,2020/12/29,2021/1/11,
56c2a7423b466178,2020/7/25,2020/7/30,2020/8/10,
56c4722980f754,2020/11/18,2020/11/20,2020/11/25,2022/10/15
56cba2f636c85364,2020/12/22,2020/12/23,2020/12/30,
56ccbff95b656889,2020/5/28,2020/5/29,2020/6/8,
56cf3b308a682032,2020/7/9,2020/7/12,2020/7/20,
56d16745ea261750,2020/11/1,2020/11/3,2020/11/12,
56d3751536219582,2020/3/10,2020/3/11,2020/3/17,
56d8843d55393772,2019/2/13,2019/2/15,2019/2/27,
56db942936150141,2019/12/11,2019/12/12,2019/12/22,
56db942936150142,2019/12/11,2019/12/12,2019/12/21,
56e0f98e04966258,2020/10/13,2020/10/18,2020/10/25,2022/9/18
56e266b65d531775,2020/3/29,2020/4/1,2020/4/5,
56e4a5d404812481,2019/12/23,2019/12/28,2020/1/9,
56f0247388c56130,2020/7/18,2020/7/20,2020/7/31,
56f2efaea2943605,2019/6/15,2019/6/18,2019/7/1,2021/7/17
56f4dd4a45a89901,2019/2/28,2019/3/2,2019/3/11,
56f7e553f3026051,2020/6/1,2020/6/4,2020/6/10,
56fb7bc1d9a58931,2020/4/6,2020/4/11,2020/4/23,
57003f8ae9f54967,2020/7/1,2020/7/4,2020/7/13,
5700e05792335616,2020/12/18,2020/12/23,2020/12/29,
5700e05792335617,2020/12/18,2020/12/19,2020/12/27,
570b865312c93454,2020/3/30,2020/3/31,2020/4/6,
571441c48ac22638,2020/9/11,2020/9/14,2020/9/25,
5.72E+19,2020/8/30,2020/9/4,2020/9/16,2022/8/10
572034d92f566705,2020/7/7,2020/7/12,2020/7/22,
5728be48fe155465,2020/1/20,2020/1/22,2020/1/27,
572cc4c4b6487409,2019/11/18,2019/11/22,2019/12/1,2021/12/22
572ec1621ce78111,2019/8/9,2019/8/14,2019/8/24,
572ec1621ce78112,2019/8/9,2019/8/13,2019/8/23,
5.73E+15,2019/8/12,2019/8/14,2019/8/17,
5731b0b706943868,2020/8/27,2020/8/30,2020/9/3,2025/4/23
57321767df064793,2020/8/22,2020/8/25,2020/9/3,
5737abcc6ec98885,2019/1/12,2019/1/14,2019/1/26,2021/3/12
573a2c480fa4081,2020/7/31,2020/8/5,2020/8/14,
573a2c480fa4082,2020/7/31,2020/8/5,2020/8/11,
573c9edb39a42138,2020/7/31,2020/8/5,2020/8/19,
573e14cafb014948,2020/1/24,2020/1/28,2020/2/3,
573e14cafb014949,2020/1/24,2020/1/25,2020/2/2,
5740109acfa52694,2020/9/21,2020/9/23,2020/10/2,
5740109acfa52695,2020/9/21,2020/9/23,2020/10/3,
5748f085a4595723,2020/11/20,2020/11/25,2020/12/1,
574ba939f3630256,2019/4/27,2019/4/29,2019/5/9,
